@relation basefightstraining
@attribute fight_outcome {D,L,W}

@attribute fight_country {Japan,Philippines,Nicaragua,Thailand,Panama,Indonesia,Mexico,Argentina,'United Kingdom','South Africa',Brazil,France,Australia,USA,'Costa Rica',Ecuador,Colombia,Bolivia,Belgium,China,Canada,Tanzania,Spain,Chile,Russia,'Dominican Republic',Belarus,Italy,Kyrgyzstan,Kazakhstan,Venezuela,Namibia,Monaco,Laos,Georgia,Finland,Switzerland,Hungary,Germany,'Czech Republic','New Zealand',Croatia,'Puerto Rico',Singapore,Poland,Denmark,Macedonia,Ukraine,Ireland,Latvia,Slovakia,Austria,'Bosnia And Herzegovina',Slovenia,Azerbaijan,Honduras,Peru,Romania,'South Korea','United Arab Emirates',Haiti,Luxembourg,Estonia,Turkey,Netherlands,Greece,Martinique,Albania,'Trinidad And Tobago','French Polynesia',Sweden,Uruguay,Kenya,Kosovo,Serbia,Morocco,Ghana,Egypt,Uganda,Portugal,'Congo (Democratic Republic Of The)',Montenegro,Moldova,Lithuania,Algeria,Guyana,Fiji,Bulgaria,Aruba,Timor-Leste,Malta,'U.S. Virgin Islands','New Caledonia',Paraguay,Uzbekistan,Benin}

@attribute fight_scheduled {3,4,5,6,8,9,10,11,12}

@attribute fight_division {bantamweight,cruiserweight,featherweight,flyweight,heavyweight,'light flyweight','light heavyweight',lightweight,middleweight,minimumweight,'super bantamweight','super featherweight','super flyweight','super lightweight','super middleweight','super welterweight',welterweight}

@attribute boxer_localOvisitante {LOCAL,VISITANTE}
@attribute boxer_years_since_debut numeric

@attribute boxer_stance {orthodox,southpaw}
@attribute boxer_fights numeric

@attribute boxer_won numeric
@attribute Boxer_last_6_score numeric
@attribute boxer_last2 {'{w,l}','{d,l}','{l,w}','{l,l}','{w,w}','{w,d}','{d,w}','{d,d}','{l,d}'}
@attribute opponent_localOvisitante {LOCAL,VISITANTE}

@attribute opponent_years_since-debut numeric

@attribute opponent_stance {southpaw,orthodox}
@attribute opponent_fights numeric
@attribute opponent_won numeric

@attribute opponent_last6_score numeric

@attribute opponent_last2 {'{w,l}','{l,w}','{d,l}','{l,l}','{w,w}','{w,d}','{d,d}','{l,d}','{d,w}'}

@attribute boxer_age2 numeric
@attribute opponent_age2 numeric


@data
W,'United Kingdom',12,lightweight,LOCAL,6,orthodox,29,100,6,'{w,w}',VISITANTE,4,orthodox,22,95,4,'{w,l}',24,26
L,Germany,8,cruiserweight,VISITANTE,8,orthodox,18,50,-2,'{l,w}',VISITANTE,1,southpaw,7,100,6,'{w,w}',28,27
W,'South Africa',12,'super lightweight',LOCAL,19,orthodox,40,83,1,'{w,w}',LOCAL,19,orthodox,26,81,4,'{w,l}',36,36
L,Argentina,6,'super lightweight',LOCAL,4,orthodox,20,65,-2,'{l,l}',LOCAL,6,southpaw,26,69,6,'{w,w}',24,30
W,USA,8,heavyweight,LOCAL,2,orthodox,12,83,3,'{w,w}',LOCAL,5,orthodox,13,100,6,'{w,w}',23,24
L,Mexico,8,'super flyweight',LOCAL,19,orthodox,52,58,-2,'{l,w}',LOCAL,2,southpaw,14,100,6,'{w,w}',38,19
W,Philippines,6,bantamweight,LOCAL,3,orthodox,8,38,2,'{d,d}',LOCAL,2,southpaw,9,44,1,'{l,w}',23,25
W,Indonesia,8,'super flyweight',LOCAL,4,orthodox,11,55,5,'{w,w}',LOCAL,8,orthodox,16,31,-2,'{w,l}',22,29
W,USA,10,heavyweight,LOCAL,7,orthodox,22,91,4,'{w,w}',LOCAL,14,orthodox,34,79,0,'{w,l}',32,45
W,Germany,12,cruiserweight,VISITANTE,3,orthodox,18,100,6,'{w,w}',LOCAL,1,orthodox,29,100,6,'{w,w}',23,22
W,Thailand,12,flyweight,LOCAL,2,orthodox,13,100,6,'{w,w}',VISITANTE,4,orthodox,16,94,6,'{w,w}',34,28
W,Mexico,10,'super lightweight',LOCAL,6,orthodox,22,100,6,'{w,w}',LOCAL,9,orthodox,26,85,2,'{w,l}',21,25
L,USA,10,'super bantamweight',VISITANTE,8,orthodox,26,92,4,'{w,w}',LOCAL,5,orthodox,23,91,4,'{w,w}',30,23
L,Mexico,10,'super featherweight',LOCAL,3,orthodox,13,85,6,'{w,w}',LOCAL,3,orthodox,17,100,6,'{w,w}',25,22
L,France,10,middleweight,LOCAL,8,orthodox,24,67,0,'{l,l}',LOCAL,4,orthodox,18,89,4,'{w,w}',33,23
W,Mexico,10,lightweight,LOCAL,5,orthodox,21,100,6,'{w,w}',LOCAL,9,orthodox,32,72,3,'{w,w}',20,27
W,Mexico,6,bantamweight,LOCAL,13,orthodox,32,69,-2,'{w,l}',LOCAL,4,orthodox,35,37,-1,'{d,w}',32,28
L,USA,8,'light heavyweight',LOCAL,10,orthodox,24,88,2,'{l,w}',LOCAL,7,southpaw,17,88,2,'{w,l}',35,32
L,Argentina,10,'light heavyweight',VISITANTE,6,orthodox,16,81,2,'{w,w}',LOCAL,4,orthodox,18,94,6,'{w,w}',29,30
W,'Czech Republic',6,'light heavyweight',LOCAL,8,orthodox,32,63,-3,'{d,l}',LOCAL,3,orthodox,14,43,-2,'{w,l}',33,36
W,France,12,'light heavyweight',LOCAL,7,orthodox,30,90,2,'{w,w}',LOCAL,5,orthodox,32,91,4,'{w,w}',27,30
L,Philippines,6,bantamweight,LOCAL,1,orthodox,8,50,1,'{l,w}',LOCAL,0,orthodox,6,100,6,'{w,w}',19,18
L,Japan,8,'super flyweight',LOCAL,9,orthodox,23,43,0,'{w,w}',LOCAL,3,orthodox,11,64,5,'{w,w}',29,25
L,Chile,8,'super flyweight',VISITANTE,1,orthodox,7,57,2,'{w,l}',VISITANTE,1,orthodox,9,78,4,'{w,d}',21,20
D,France,12,featherweight,LOCAL,7,southpaw,29,93,6,'{w,w}',VISITANTE,8,orthodox,19,84,2,'{l,w}',27,33
D,Italy,12,'super middleweight',LOCAL,8,orthodox,24,96,6,'{w,w}',VISITANTE,7,orthodox,24,83,3,'{w,w}',33,27
W,Nicaragua,6,flyweight,LOCAL,1,orthodox,12,83,6,'{w,w}',LOCAL,5,orthodox,20,75,4,'{w,l}',19,25
W,Thailand,12,minimumweight,LOCAL,3,orthodox,14,71,2,'{w,w}',VISITANTE,10,orthodox,31,29,-2,'{l,l}',28,27
W,Japan,6,bantamweight,LOCAL,6,orthodox,14,57,1,'{l,d}',LOCAL,4,orthodox,9,78,2,'{l,w}',28,24
W,'Puerto Rico',10,lightweight,LOCAL,5,orthodox,21,100,6,'{w,w}',VISITANTE,4,orthodox,26,69,2,'{w,w}',29,25
L,Thailand,12,bantamweight,VISITANTE,8,orthodox,36,53,1,'{l,w}',LOCAL,6,orthodox,27,78,4,'{l,w}',25,23
W,France,6,'super bantamweight',LOCAL,6,orthodox,22,86,4,'{w,l}',VISITANTE,6,southpaw,51,27,-6,'{l,l}',27,34
W,USA,10,welterweight,VISITANTE,8,orthodox,26,77,4,'{w,w}',VISITANTE,8,orthodox,30,80,6,'{w,w}',28,26
L,'United Kingdom',10,middleweight,LOCAL,9,orthodox,32,69,2,'{w,w}',LOCAL,7,orthodox,26,81,0,'{w,w}',27,25
W,USA,10,'super middleweight',LOCAL,2,southpaw,16,100,6,'{w,w}',LOCAL,3,orthodox,22,86,3,'{l,d}',22,22
L,Argentina,10,welterweight,LOCAL,5,orthodox,18,78,4,'{w,w}',LOCAL,7,southpaw,35,77,2,'{w,d}',26,28
L,'United Kingdom',12,'super featherweight',VISITANTE,4,orthodox,18,89,4,'{w,w}',LOCAL,7,orthodox,26,92,6,'{w,w}',23,25
W,Italy,12,'super lightweight',VISITANTE,11,orthodox,50,88,2,'{w,w}',VISITANTE,6,orthodox,22,50,4,'{w,w}',31,30
W,Australia,12,'super welterweight',LOCAL,14,orthodox,52,88,2,'{w,l}',VISITANTE,8,orthodox,25,100,6,'{w,w}',38,28
L,'United Kingdom',12,'super bantamweight',VISITANTE,9,orthodox,17,71,-2,'{w,w}',LOCAL,4,orthodox,14,93,4,'{w,w}',30,23
W,Namibia,10,heavyweight,LOCAL,9,orthodox,30,87,4,'{w,w}',VISITANTE,18,orthodox,29,66,0,'{w,w}',29,43
W,Japan,6,'super bantamweight',LOCAL,2,orthodox,8,75,2,'{l,w}',LOCAL,8,southpaw,15,40,-1,'{w,l}',22,25
W,Australia,10,'super lightweight',LOCAL,2,orthodox,7,86,6,'{w,w}',LOCAL,5,orthodox,16,75,4,'{w,w}',24,28
W,USA,10,'super welterweight',VISITANTE,7,orthodox,31,90,4,'{l,w}',VISITANTE,7,orthodox,32,88,4,'{w,w}',29,25
D,Brazil,10,'light heavyweight',LOCAL,5,orthodox,35,91,4,'{l,w}',LOCAL,2,orthodox,8,100,6,'{w,w}',33,38
L,Philippines,10,'super flyweight',LOCAL,4,orthodox,13,85,2,'{l,w}',LOCAL,6,orthodox,25,76,3,'{w,w}',23,23
L,USA,8,'super middleweight',LOCAL,7,orthodox,21,76,0,'{l,l}',LOCAL,4,orthodox,16,94,4,'{l,w}',33,27
W,Mexico,12,'super featherweight',LOCAL,6,orthodox,23,78,6,'{w,w}',VISITANTE,8,orthodox,26,77,6,'{w,w}',29,27
W,Germany,6,'light heavyweight',LOCAL,1,orthodox,10,100,6,'{w,w}',VISITANTE,1,orthodox,12,42,-2,'{l,w}',32,34
W,Japan,8,featherweight,LOCAL,6,southpaw,17,76,6,'{w,w}',LOCAL,9,orthodox,25,92,4,'{l,w}',25,25
L,Japan,8,'super bantamweight',LOCAL,12,orthodox,35,43,2,'{l,l}',LOCAL,3,orthodox,10,100,6,'{w,w}',31,21
W,USA,8,'super middleweight',LOCAL,4,orthodox,16,94,4,'{l,w}',LOCAL,7,orthodox,21,76,0,'{l,l}',27,33
W,USA,8,'super middleweight',VISITANTE,4,orthodox,12,100,6,'{w,w}',LOCAL,7,orthodox,18,67,2,'{w,l}',29,34
L,USA,10,'super welterweight',VISITANTE,10,orthodox,37,86,4,'{w,w}',LOCAL,4,orthodox,17,76,2,'{l,w}',29,24
L,USA,6,welterweight,LOCAL,10,orthodox,32,38,-2,'{l,l}',LOCAL,5,orthodox,19,84,2,'{l,l}',30,29
L,Belgium,8,'super lightweight',VISITANTE,8,orthodox,30,70,-6,'{l,l}',VISITANTE,4,orthodox,11,82,4,'{l,w}',34,26
L,Russia,10,'super middleweight',VISITANTE,9,orthodox,29,72,0,'{w,w}',LOCAL,7,orthodox,25,96,4,'{w,w}',31,25
L,Argentina,8,middleweight,LOCAL,5,orthodox,26,100,6,'{w,w}',LOCAL,7,orthodox,30,63,-2,'{l,w}',25,32
W,'United Kingdom',3,'super lightweight',LOCAL,5,orthodox,12,100,6,'{w,w}',LOCAL,4,orthodox,20,100,6,'{w,w}',24,22
W,Argentina,6,featherweight,LOCAL,5,southpaw,28,64,3,'{w,w}',LOCAL,1,orthodox,10,60,1,'{w,w}',26,21
L,Philippines,8,flyweight,LOCAL,6,southpaw,21,48,-6,'{l,l}',LOCAL,3,orthodox,12,50,0,'{w,w}',24,23
W,Germany,12,'super welterweight',VISITANTE,4,orthodox,18,94,4,'{w,w}',LOCAL,4,orthodox,14,100,6,'{w,w}',25,27
L,'United Kingdom',6,'super lightweight',VISITANTE,6,orthodox,30,60,-4,'{l,l}',LOCAL,4,orthodox,10,100,6,'{w,w}',35,25
W,Canada,8,'super welterweight',VISITANTE,4,orthodox,17,88,4,'{w,l}',VISITANTE,3,southpaw,17,65,-1,'{l,d}',25,30
W,'United Kingdom',12,'super featherweight',LOCAL,5,orthodox,17,94,4,'{w,w}',LOCAL,8,orthodox,29,93,6,'{w,w}',27,26
L,USA,12,middleweight,VISITANTE,5,orthodox,20,90,2,'{l,w}',VISITANTE,13,southpaw,48,75,6,'{w,w}',28,30
L,Germany,10,'super middleweight',VISITANTE,2,orthodox,12,83,6,'{w,w}',LOCAL,2,orthodox,11,100,6,'{w,w}',22,21
L,Mexico,10,'super bantamweight',LOCAL,8,orthodox,40,60,-2,'{w,l}',LOCAL,7,orthodox,33,94,4,'{w,l}',30,26
L,USA,8,featherweight,VISITANTE,12,orthodox,35,51,0,'{w,l}',LOCAL,2,southpaw,10,100,6,'{w,w}',30,21
W,Argentina,6,'super lightweight',LOCAL,8,orthodox,31,84,4,'{l,w}',LOCAL,9,southpaw,23,87,6,'{w,w}',28,29
W,Mexico,12,'super flyweight',LOCAL,6,orthodox,34,91,3,'{w,w}',VISITANTE,8,orthodox,31,74,2,'{w,l}',23,27
L,Mexico,6,'super featherweight',LOCAL,6,orthodox,15,33,-4,'{l,w}',LOCAL,2,orthodox,10,90,6,'{w,w}',23,22
L,'South Korea',12,featherweight,VISITANTE,6,orthodox,24,58,4,'{w,w}',VISITANTE,8,orthodox,29,76,5,'{w,d}',23,26
W,Germany,12,middleweight,LOCAL,5,orthodox,25,100,6,'{w,w}',VISITANTE,5,orthodox,21,86,1,'{w,d}',28,27
L,'United Kingdom',6,'super bantamweight',VISITANTE,6,orthodox,22,50,0,'{w,l}',LOCAL,7,orthodox,15,73,2,'{l,w}',32,27
L,USA,6,'super welterweight',LOCAL,2,orthodox,9,44,0,'{w,l}',LOCAL,3,orthodox,7,100,6,'{w,w}',34,20
W,Panama,8,welterweight,VISITANTE,8,orthodox,25,80,0,'{w,l}',VISITANTE,10,orthodox,16,81,2,'{w,w}',32,27
W,Panama,8,'super flyweight',LOCAL,3,orthodox,12,83,2,'{w,l}',LOCAL,8,orthodox,23,26,-3,'{l,l}',21,26
L,'United Kingdom',12,'super featherweight',LOCAL,8,orthodox,29,93,6,'{w,w}',LOCAL,5,orthodox,17,94,4,'{w,w}',26,27
W,USA,12,'light heavyweight',LOCAL,5,southpaw,22,100,6,'{w,w}',LOCAL,8,orthodox,34,68,0,'{l,l}',25,34
L,Mexico,8,'super middleweight',LOCAL,6,orthodox,13,77,3,'{w,w}',LOCAL,5,orthodox,14,64,0,'{w,w}',26,24
D,Japan,12,'super featherweight',VISITANTE,8,southpaw,40,85,6,'{w,w}',LOCAL,7,orthodox,18,100,6,'{w,w}',27,32
L,Germany,8,cruiserweight,VISITANTE,14,orthodox,35,74,1,'{w,l}',LOCAL,4,orthodox,16,100,6,'{w,w}',39,24
L,Indonesia,12,minimumweight,LOCAL,11,orthodox,47,43,-6,'{l,l}',LOCAL,9,orthodox,18,22,-6,'{l,l}',26,27
L,USA,12,'super lightweight',VISITANTE,5,orthodox,27,96,4,'{w,w}',LOCAL,7,orthodox,30,93,3,'{w,d}',26,27
L,Australia,10,'super lightweight',LOCAL,1,orthodox,6,83,5,'{d,w}',LOCAL,1,orthodox,6,83,5,'{w,w}',21,23
W,USA,8,welterweight,VISITANTE,1,orthodox,8,100,6,'{w,w}',LOCAL,5,orthodox,14,86,4,'{w,w}',25,25
D,USA,12,featherweight,VISITANTE,11,orthodox,44,95,6,'{w,w}',VISITANTE,9,southpaw,41,93,5,'{w,w}',30,25
W,Japan,8,'super flyweight',LOCAL,5,southpaw,14,64,1,'{l,d}',VISITANTE,7,orthodox,29,66,0,'{w,l}',28,25
W,Belgium,8,'super welterweight',VISITANTE,5,orthodox,27,93,4,'{w,w}',VISITANTE,8,southpaw,49,69,4,'{w,w}',28,32
W,USA,10,'super middleweight',LOCAL,6,orthodox,23,91,4,'{w,w}',LOCAL,9,orthodox,29,83,1,'{w,d}',29,28
L,Panama,8,'light flyweight',LOCAL,5,orthodox,11,55,0,'{l,w}',LOCAL,4,orthodox,8,88,4,'{w,l}',25,22
W,Indonesia,10,flyweight,LOCAL,2,orthodox,8,75,4,'{w,w}',LOCAL,2,orthodox,6,50,1,'{d,w}',21,22
W,'United Kingdom',6,'light heavyweight',LOCAL,8,southpaw,16,88,6,'{w,w}',VISITANTE,4,orthodox,27,52,0,'{l,w}',30,30
L,Colombia,10,lightweight,LOCAL,6,orthodox,16,50,-3,'{w,l}',LOCAL,2,orthodox,13,100,6,'{w,w}',26,24
W,Thailand,12,featherweight,LOCAL,2,southpaw,19,95,4,'{w,l}',VISITANTE,8,orthodox,52,50,2,'{l,w}',23,27
L,USA,6,bantamweight,LOCAL,3,orthodox,12,100,6,'{w,w}',VISITANTE,8,orthodox,24,67,-4,'{l,l}',21,34
L,Philippines,8,'light flyweight',LOCAL,2,orthodox,9,33,-2,'{l,l}',LOCAL,2,southpaw,10,50,4,'{w,w}',24,19
W,'Puerto Rico',8,'super bantamweight',LOCAL,9,orthodox,25,88,4,'{w,l}',VISITANTE,9,southpaw,23,61,-2,'{l,l}',29,29
W,'United Kingdom',10,'super welterweight',LOCAL,7,southpaw,25,64,-6,'{l,l}',LOCAL,4,orthodox,13,23,-1,'{l,d}',26,22
L,Italy,10,cruiserweight,LOCAL,7,orthodox,25,96,4,'{w,w}',LOCAL,8,orthodox,24,63,4,'{w,w}',33,32
L,Argentina,8,cruiserweight,LOCAL,2,orthodox,9,44,-1,'{d,l}',LOCAL,9,orthodox,25,60,2,'{w,w}',29,32
L,'United Kingdom',6,'super middleweight',LOCAL,13,orthodox,33,39,-4,'{l,l}',LOCAL,5,orthodox,15,87,6,'{w,w}',33,25
L,USA,8,lightweight,VISITANTE,16,southpaw,38,68,-4,'{l,l}',VISITANTE,7,orthodox,16,100,6,'{w,w}',33,28
W,USA,12,'super lightweight',VISITANTE,11,orthodox,39,92,4,'{w,w}',VISITANTE,9,orthodox,27,89,2,'{l,w}',32,31
W,Colombia,10,bantamweight,LOCAL,10,southpaw,36,81,0,'{w,w}',LOCAL,4,orthodox,18,72,1,'{w,l}',31,25
W,Canada,10,'super featherweight',LOCAL,1,orthodox,9,100,6,'{w,w}',VISITANTE,9,orthodox,37,68,-2,'{w,l}',28,28
L,USA,6,'light heavyweight',LOCAL,9,orthodox,15,47,0,'{l,w}',VISITANTE,5,orthodox,10,100,6,'{w,w}',32,32
L,USA,8,heavyweight,LOCAL,2,southpaw,13,46,-2,'{w,d}',VISITANTE,1,orthodox,7,100,6,'{w,w}',23,21
L,Argentina,10,'super welterweight',VISITANTE,10,orthodox,21,38,-1,'{w,l}',LOCAL,10,orthodox,65,77,2,'{w,w}',35,29
L,Canada,10,'light heavyweight',LOCAL,2,orthodox,11,91,4,'{w,l}',LOCAL,4,orthodox,12,92,5,'{w,w}',26,26
L,'United Kingdom',10,'super middleweight',LOCAL,3,orthodox,10,60,2,'{w,w}',LOCAL,3,orthodox,10,100,6,'{w,w}',32,23
W,Germany,10,'super welterweight',VISITANTE,1,orthodox,14,93,4,'{l,w}',VISITANTE,3,southpaw,28,79,4,'{w,w}',29,27
L,USA,10,middleweight,LOCAL,8,orthodox,28,71,0,'{w,w}',LOCAL,3,orthodox,14,100,6,'{w,w}',28,25
W,Philippines,12,featherweight,LOCAL,8,southpaw,42,67,4,'{w,l}',LOCAL,4,orthodox,14,86,6,'{w,w}',28,21
L,Colombia,10,'light flyweight',LOCAL,15,orthodox,70,19,-6,'{l,l}',LOCAL,6,orthodox,26,81,2,'{w,w}',34,34
L,USA,6,'light heavyweight',VISITANTE,8,orthodox,13,54,-2,'{l,l}',LOCAL,3,orthodox,9,100,6,'{w,w}',37,20
L,Japan,10,featherweight,LOCAL,7,southpaw,18,78,6,'{w,w}',LOCAL,9,orthodox,28,79,6,'{w,w}',26,27
L,'United Kingdom',12,'super featherweight',VISITANTE,8,orthodox,32,88,4,'{w,w}',LOCAL,6,orthodox,19,95,6,'{w,w}',28,28
W,China,8,'super bantamweight',VISITANTE,13,southpaw,31,77,4,'{w,w}',VISITANTE,2,orthodox,6,50,0,'{l,w}',32,21
L,Germany,12,'super middleweight',VISITANTE,11,orthodox,27,85,4,'{w,w}',LOCAL,12,orthodox,47,94,4,'{w,w}',29,31
L,Ukraine,10,middleweight,VISITANTE,10,orthodox,27,81,2,'{w,w}',LOCAL,5,orthodox,19,95,6,'{w,w}',34,24
L,Japan,10,'super featherweight',VISITANTE,5,orthodox,22,77,3,'{w,w}',VISITANTE,4,orthodox,20,100,6,'{w,w}',24,20
L,Philippines,8,bantamweight,LOCAL,2,orthodox,9,78,4,'{w,w}',LOCAL,4,orthodox,16,88,2,'{w,w}',21,20
L,Argentina,6,'super lightweight',VISITANTE,2,southpaw,8,75,3,'{l,d}',LOCAL,1,orthodox,7,100,6,'{w,w}',26,27
L,Russia,8,welterweight,VISITANTE,3,southpaw,15,93,4,'{w,w}',LOCAL,2,orthodox,12,100,6,'{w,w}',29,25
W,Australia,12,middleweight,LOCAL,3,orthodox,17,100,6,'{w,w}',LOCAL,5,orthodox,29,100,6,'{w,w}',26,29
L,Nicaragua,10,lightweight,LOCAL,14,southpaw,48,56,-6,'{l,l}',LOCAL,2,southpaw,16,75,5,'{w,w}',33,19
L,USA,6,'super featherweight',VISITANTE,2,southpaw,11,55,0,'{w,w}',VISITANTE,6,orthodox,19,84,2,'{w,l}',21,25
W,Mexico,12,'super lightweight',LOCAL,6,orthodox,28,96,4,'{w,w}',LOCAL,5,orthodox,45,60,4,'{w,w}',22,22
L,Mexico,4,'super flyweight',LOCAL,2,orthodox,8,13,-6,'{l,l}',LOCAL,4,orthodox,18,39,-2,'{l,l}',19,25
L,USA,8,heavyweight,LOCAL,3,orthodox,17,71,4,'{w,w}',VISITANTE,2,orthodox,17,82,5,'{w,d}',30,20
W,USA,12,'light heavyweight',VISITANTE,9,orthodox,15,100,6,'{w,w}',VISITANTE,5,southpaw,26,92,6,'{w,w}',29,29
L,Philippines,8,'super flyweight',LOCAL,1,orthodox,8,63,2,'{l,w}',LOCAL,2,orthodox,11,64,1,'{l,l}',22,19
W,Philippines,8,'super bantamweight',LOCAL,3,southpaw,12,92,4,'{l,w}',LOCAL,9,orthodox,31,26,-6,'{l,l}',20,26
W,Italy,12,'super middleweight',LOCAL,2,orthodox,10,100,6,'{w,w}',VISITANTE,8,orthodox,22,86,2,'{w,w}',27,32
W,Sweden,4,middleweight,LOCAL,10,southpaw,21,52,-2,'{w,l}',VISITANTE,3,orthodox,24,42,-4,'{l,l}',38,25
W,Philippines,8,'super flyweight',LOCAL,4,orthodox,27,22,-6,'{l,l}',LOCAL,2,southpaw,12,25,-3,'{l,l}',20,20
L,'United Kingdom',8,'super middleweight',LOCAL,4,orthodox,20,10,-3,'{l,d}',LOCAL,6,orthodox,21,76,3,'{l,d}',29,28
W,Brazil,12,lightweight,LOCAL,8,orthodox,20,100,6,'{w,w}',VISITANTE,6,southpaw,24,88,4,'{w,w}',27,29
L,Japan,8,'super bantamweight',LOCAL,4,orthodox,9,67,2,'{w,w}',LOCAL,8,orthodox,20,70,0,'{l,w}',26,25
W,Japan,8,'super featherweight',LOCAL,9,orthodox,22,91,4,'{l,w}',LOCAL,9,orthodox,14,57,-2,'{l,l}',31,31
D,Mexico,6,welterweight,LOCAL,2,orthodox,11,91,6,'{w,w}',LOCAL,1,orthodox,11,100,6,'{w,w}',28,26
L,USA,10,middleweight,LOCAL,5,orthodox,19,95,5,'{w,w}',LOCAL,11,orthodox,34,85,-2,'{l,w}',28,33
L,'United Kingdom',10,middleweight,LOCAL,5,orthodox,19,63,-3,'{w,l}',LOCAL,2,orthodox,8,88,4,'{w,w}',25,25
L,USA,8,heavyweight,LOCAL,3,orthodox,28,46,-4,'{l,l}',LOCAL,3,orthodox,17,94,4,'{l,w}',33,26
L,USA,6,cruiserweight,LOCAL,7,orthodox,19,42,-2,'{l,l}',LOCAL,11,orthodox,37,51,3,'{w,d}',32,37
L,'Costa Rica',12,'super featherweight',VISITANTE,8,orthodox,37,84,2,'{w,w}',LOCAL,8,orthodox,32,97,4,'{w,w}',29,25
W,Hungary,12,heavyweight,VISITANTE,9,southpaw,32,94,4,'{w,w}',VISITANTE,6,orthodox,25,72,0,'{l,w}',29,31
L,Thailand,8,'super lightweight',VISITANTE,7,orthodox,25,56,0,'{l,l}',LOCAL,4,orthodox,28,89,4,'{w,l}',27,29
W,Japan,10,'super lightweight',VISITANTE,9,southpaw,29,83,4,'{w,l}',LOCAL,9,southpaw,27,74,2,'{w,w}',27,27
W,Mexico,12,lightweight,LOCAL,1,orthodox,8,88,4,'{w,w}',LOCAL,2,orthodox,13,92,4,'{w,l}',22,23
W,Canada,12,welterweight,LOCAL,3,orthodox,16,100,6,'{w,w}',VISITANTE,7,orthodox,32,78,0,'{w,l}',26,35
W,Mexico,12,'light flyweight',LOCAL,3,orthodox,23,100,6,'{w,w}',VISITANTE,2,orthodox,10,100,6,'{w,w}',20,23
L,Japan,8,'super featherweight',LOCAL,11,orthodox,27,44,0,'{w,w}',LOCAL,14,orthodox,37,54,0,'{w,l}',33,37
L,France,6,'super middleweight',LOCAL,7,southpaw,42,38,-4,'{l,l}',LOCAL,11,orthodox,34,85,4,'{w,w}',31,32
L,Canada,8,'light heavyweight',LOCAL,5,orthodox,14,86,4,'{w,l}',VISITANTE,6,orthodox,23,70,-1,'{w,l}',27,32
L,USA,8,lightweight,VISITANTE,18,orthodox,70,73,-3,'{l,d}',LOCAL,6,orthodox,18,94,5,'{d,w}',36,27
L,'United Kingdom',8,'super lightweight',LOCAL,7,orthodox,18,39,-2,'{l,l}',LOCAL,3,southpaw,7,100,6,'{w,w}',26,29
L,Ukraine,10,'super welterweight',LOCAL,2,orthodox,11,82,4,'{w,l}',VISITANTE,2,orthodox,10,100,6,'{w,w}',20,26
L,Japan,10,heavyweight,LOCAL,15,orthodox,39,69,0,'{w,w}',LOCAL,4,orthodox,12,92,6,'{w,w}',39,28
L,Thailand,6,'light flyweight',VISITANTE,6,orthodox,27,48,-4,'{w,l}',LOCAL,4,orthodox,19,100,6,'{w,w}',27,25
W,USA,8,middleweight,LOCAL,1,orthodox,9,100,6,'{w,w}',LOCAL,3,orthodox,15,73,2,'{l,w}',23,31
L,Monaco,12,middleweight,VISITANTE,13,orthodox,34,71,0,'{l,l}',VISITANTE,7,orthodox,25,100,6,'{w,w}',37,31
L,USA,8,'super middleweight',VISITANTE,4,southpaw,13,100,6,'{w,w}',LOCAL,6,orthodox,33,48,-4,'{l,l}',32,30
W,Philippines,10,flyweight,LOCAL,1,southpaw,8,88,4,'{w,w}',LOCAL,2,orthodox,16,56,0,'{l,d}',18,19
L,Australia,12,lightweight,VISITANTE,10,orthodox,45,69,2,'{l,w}',LOCAL,6,orthodox,18,83,4,'{w,w}',32,27
W,Japan,12,'super featherweight',VISITANTE,14,orthodox,47,77,6,'{w,w}',LOCAL,9,southpaw,26,88,6,'{w,w}',31,28
L,Spain,10,'super welterweight',LOCAL,9,orthodox,25,88,6,'{w,w}',LOCAL,2,orthodox,8,88,6,'{w,w}',37,31
L,USA,10,middleweight,LOCAL,11,orthodox,37,70,6,'{w,w}',VISITANTE,2,southpaw,9,100,6,'{w,w}',39,27
W,Argentina,6,'super middleweight',LOCAL,3,orthodox,7,29,-3,'{w,l}',LOCAL,2,southpaw,9,78,3,'{l,w}',25,21
L,France,8,'super middleweight',VISITANTE,5,orthodox,30,47,0,'{l,w}',LOCAL,7,orthodox,28,79,1,'{l,w}',32,26
W,Japan,8,bantamweight,LOCAL,6,orthodox,17,53,-1,'{d,l}',LOCAL,12,orthodox,25,32,-1,'{w,l}',23,31
W,Russia,8,cruiserweight,LOCAL,8,orthodox,16,88,4,'{w,w}',VISITANTE,4,orthodox,15,53,-1,'{w,w}',29,27
W,USA,10,'super welterweight',LOCAL,5,orthodox,16,100,6,'{w,w}',LOCAL,4,southpaw,12,83,5,'{d,w}',21,27
W,Argentina,10,heavyweight,LOCAL,1,orthodox,9,100,6,'{w,w}',LOCAL,3,orthodox,18,56,-5,'{d,l}',34,29
D,'South Africa',12,middleweight,LOCAL,3,orthodox,12,92,4,'{w,w}',LOCAL,7,orthodox,11,55,1,'{w,l}',24,29
L,USA,12,'super featherweight',VISITANTE,13,orthodox,40,80,2,'{w,l}',VISITANTE,6,orthodox,21,90,4,'{l,w}',32,25
